time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot
1179954000,1.2275,1.2315,1.2265,1.2278,9.289792175844016e+307,9.213977575003134e+307,NaN,NaN,NaN,NaN,9.289792175844016e+307,9.213977575003134e+307,NaN,NaN,NaN,NaN,9.289792175844016e+307,9.213977575003134e+307,NaN,NaN,NaN,NaN
1180040400,1.2278,1.2294,1.2256,1.2275,-7.554147288558689e+307,-1.097470503199404e+308,NaN,NaN,NaN,NaN,-7.554147288558689e+307,-1.097470503199404e+308,NaN,NaN,NaN,NaN,-7.554147288558689e+307,-1.097470503199404e+308,NaN,NaN,NaN,NaN
1180299600,1.2275,1.2288,1.2265,1.2286,1.1476666062420156e+308,1.421461864637322e+308,NaN,1.1476666062420156e+308,NaN,NaN,1.1476666062420156e+308,1.421461864637322e+308,NaN,1.1476666062420156e+308,NaN,NaN,1.1476666062420156e+308,1.421461864637322e+308,NaN,1.1476666062420156e+308,NaN,NaN
1180386000,1.2286,1.2307,1.22,1.2254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1180472400,1.2254,1.2279,1.2237,1.2255,-7.080261090841078e+307,-9.698601241604523e+307,NaN,NaN,NaN,NaN,-7.080261090841078e+307,-9.698601241604523e+307,NaN,NaN,NaN,NaN,-7.080261090841078e+307,-9.698601241604523e+307,NaN,NaN,NaN,NaN
1180558800,1.2255,1.2271,1.2229,1.2252,5.757430748638395e+307,7.886577103693103e+307,NaN,5.757430748638395e+307,NaN,NaN,5.757430748638395e+307,7.886577103693103e+307,NaN,5.757430748638395e+307,NaN,NaN,5.757430748638395e+307,7.886577103693103e+307,NaN,5.757430748638395e+307,NaN,NaN
1180645200,1.2252,1.2328999999999999,1.2247,1.2297,-8.746997848414956e+307,-1.1981711282185476e+308,-8.746997848414956e+307,NaN,NaN,NaN,-8.746997848414956e+307,-1.1981711282185476e+308,-8.746997848414956e+307,NaN,NaN,NaN,-8.746997848414956e+307,-1.1981711282185476e+308,-8.746997848414956e+307,NaN,NaN,NaN
1180904400,1.2297,1.2307,1.2216,1.2234,1.0418488705927634e+308,NaN,NaN,1.0418488705927634e+308,NaN,NaN,1.0418488705927634e+308,NaN,NaN,1.0418488705927634e+308,NaN,NaN,1.0418488705927634e+308,NaN,NaN,1.0418488705927634e+308,NaN,NaN
1180990800,1.2234,1.2242,1.2162,1.2178,-1.3494198103235926e+308,7.391836943895533e+307,NaN,NaN,NaN,NaN,-1.3494198103235926e+308,7.391836943895533e+307,NaN,NaN,NaN,NaN,-1.3494198103235926e+308,7.391836943895533e+307,NaN,NaN,NaN,NaN
1181077200,1.2178,1.2189,1.2147,1.2162,NaN,-6.010793777754579e+307,NaN,NaN,NaN,NaN,NaN,-6.010793777754579e+307,NaN,NaN,NaN,NaN,NaN,-6.010793777754579e+307,NaN,NaN,NaN,NaN
1181163600,1.2162,1.2267,1.2159,1.2239,9.20705998059915e+307,9.131920562608481e+307,NaN,NaN,NaN,NaN,9.20705998059915e+307,9.131920562608481e+307,NaN,NaN,NaN,NaN,9.20705998059915e+307,9.131920562608481e+307,NaN,NaN,NaN,NaN
1181250000,1.2239,1.2366,1.2235,1.2358,-7.486872243374084e+307,-1.0876967491446826e+308,NaN,NaN,NaN,NaN,-7.486872243374084e+307,-1.0876967491446826e+308,NaN,NaN,NaN,NaN,-7.486872243374084e+307,-1.0876967491446826e+308,NaN,NaN,NaN,NaN
1181509200,1.2358,1.2401,1.2347,1.238,1.1374458202495668e+308,1.4088027374693216e+308,NaN,1.1374458202495668e+308,NaN,NaN,1.1374458202495668e+308,1.4088027374693216e+308,NaN,1.1374458202495668e+308,NaN,NaN,1.1374458202495668e+308,1.4088027374693216e+308,NaN,1.1374458202495668e+308,NaN,NaN
1181595600,1.238,1.2429999999999999,1.2373,1.2424,-1.354803858105685e+308,NaN,-1.354803858105685e+308,NaN,NaN,NaN,-1.354803858105685e+308,NaN,-1.354803858105685e+308,NaN,NaN,NaN,-1.354803858105685e+308,NaN,-1.354803858105685e+308,NaN,NaN,NaN
1181682000,1.2424,1.2469,1.2415,1.2444,NaN,-9.612228311367298e+307,NaN,NaN,NaN,NaN,NaN,-9.612228311367298e+307,NaN,NaN,NaN,NaN,NaN,-9.612228311367298e+307,NaN,NaN,NaN,NaN
